uuid,name,description
cf360085-d4ad-44ea-84be-727f6e330167,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
845678ac-705f-4159-bf9e-2b2b749b4ee6,,v1.0,,,0,0
0947bf5e-f927-4045-844b-b4d3cf5229dc,,v1.1,,,0,1
4a6555a5-d621-4c65-81cf-109bea3b8663,,v1.2,,,0,2
438a8162-0b02-4e2d-8028-6eb4676a9944,,v1.3,,,0,3
dd0b09a6-6bc9-4afd-b693-d0b78dd5da45,,v1.4,,,0,4
062401e9-dd19-44ba-b3fb-322f7687e09a,Response,Bad shrimp for poor people.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
bec63fb6-5dc5-4da2-b91e-750c09ec8adf,Response,Bathing in moonsblood and dancing around the ancient oak.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
fc77ad39-f121-4eb8-937c-91b945fa7ed1,Response,Being a terrible mother.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2710a85c-bda2-4502-963b-7c148e3b0d42,Response,Being John Malkovich.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,,,
4b9afbe7-a8fa-40a2-8d66-b895d30c6b3c,Response,Being nine years old.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
85baf5b4-7fc8-4e94-bbf0-ea3a2d2eabae,Response,Being paralyzed from the neck down.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
0d5e817d-26b5-47d3-a6f9-5e5ddc634cd5,Response,Being popular and good at sports.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
423235e2-0fb5-46dd-a7fb-0f6f2c0da5be,Response,Being sad and horny.,0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6355e9e8-8de4-4969-aa47-212231decc08,Response,Being worshipped as the one true God.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
46b50af7-7eff-4dcb-a926-51015b0ede1c,Response,Beloved television star Bill Cosby.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6a0a872e-4e41-4663-87c9-e27025667be4,Response,Blackface.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
514eadb7-098e-458b-b721-cc5c3cb538e8,Response,Blackula.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
c03a72cc-008d-44f9-8bce-180c16e6b3ab,Response,"Blowing a rich, ugly man.",0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
fa5df13c-7987-4ef8-acc3-d347615e3208,Response,Blowjobs for everyone.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
cba92c09-ec39-4a6f-8ec8-39f12ca9b545,Response,Boring Vaginal sex.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
62f5eeb8-2443-416e-b31b-aa2663372d71,Response,Bouncing up and down.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
6fa74546-3a8a-4695-83a7-462dc3e79810,Response,Breastfeeding a ten year old.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
d5052a7e-c3a7-4d71-9dab-6b4b8696b559,Response,Breastfeeding a ten-year-old.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
542c75e5-4ae5-4070-817c-be155f457044,Response,Bullets.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
9dfb381a-7420-49c1-bcbc-191f9c037132,Response,Busting inside a watermelon.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
dbf246a9-f144-442c-b9fb-d4430195b1bf,Response,Butt stuff.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
fe958f9b-07b5-4f0c-a03b-eec7786c57bd,Response,Calculating every mannerism so as not to suggest homosexuality.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
4e44d400-b43a-4778-bb35-64b588a05cec,Response,Cancer.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
4572fea9-c37c-4134-b097-4789a3a8aca5,Response,Changing a person's mind with logic and facts.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
da757e9b-5a8f-4867-a001-9fafb1a66721,Response,Child Protective Services.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
d48647f8-2f66-4dcc-9ea3-4d96a2cbf52e,Response,Child support payments.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
e25b4212-0b0e-48e2-b428-7eaaac581a2d,Response,Commiting tax fraud.,0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
20ce1136-a9a0-4478-90b9-cd50597bf836,Response,Common-sense gun control legislation.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
0f3091b3-a5f2-43c4-ac83-1dce0d8111e9,Response,"Cool, relatable cancer teens.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
8afd1247-259f-44ea-9b22-515f5328d51d,Response,Crazy opium eyes.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
16104b44-0779-4075-b3f4-172fdbb781ee,Response,Crippling social anxiety.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
8a8799af-9877-4585-bee7-31d97f2c0920,Response,Crying and shitting and eating spaghetti.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
8df1cbbb-523c-43bd-be11-41ffdce6a0df,Response,Cute boys.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
df6c2d45-4c5a-4ca7-bb29-0081e98a8c8d,Response,Cutting off a flamingo's legs with garden shears.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
3245c941-e780-4cea-97bf-7a05252580ae,Response,Daddy.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
fad87b8d-31bf-40d0-b1d2-773ebf810fe8,Response,Daddy's credit card.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
03c3d250-aba4-486c-bcaf-7ba42d195dd9,Response,Deez nuts.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
fc465dd7-9661-49e8-b718-d45dfc46d83c,Response,Dem titties.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b78bf315-8a7a-47c0-b243-78ec0720d819,Response,Depression.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
5c0dfae1-e69b-491a-a5fa-99da9cfc0947,Response,Doing the right stuff to her nipples.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
667c12bd-c938-4dd5-b3fb-9305333baf9a,Response,Doo-doo.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
13e63f28-3f16-4e12-84af-7507a547061f,Response,Dr. Jill Biden.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
786c8a7b-483d-4164-8ce9-f6ab75b62e7e,Response,Drinking responsibly.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
21704a1a-ba9a-4c8d-afb7-f5952cd2675b,Response,Eating together like a god damn family for once.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b474a315-dea3-4a82-b1d7-eb1c27eae435,Response,Eggs.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
736e3b9c-101e-4eed-b974-cf5db6ad8189,Response,Ejaculating inside another man's wife.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
7e2e4487-2c02-4a09-b56d-326fe23b36b9,Response,Ejaculating live bees and the bees are angry.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
5b0927c2-579b-4214-934a-06ec7168a0e4,Response,Ennui.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
4029e174-2a77-418c-8cfb-41277bd5e350,Response,Every ounce of charisma left in Mick Jagger's tired body.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
8f29a839-39e4-47b6-b35d-6702ebf3b42a,Response,Existing as a person of color.,0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
919bc90b-c03b-40bb-adb1-6daa775bebfa,Response,Exploding pigeons.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
19286eaa-ec19-40da-8dd5-990ebeb547d2,Response,Falling into the toilet.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
39eac687-27d0-4f92-9e1a-6ead576e7b8d,Response,Figuring out how to have sex with a dolphin.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f93e5c6c-e089-46bc-98bc-45004c2b8ebc,Response,Filling a man's anus with concrete.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
2ec866da-d9e1-44b8-b77b-b464a3eabf5a,Response,Finally finishing off the Indians.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,,,
bc2600b3-df93-4057-85d2-788b3a54fabc,Response,"Free ice cream, yo.",0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
cb8e1747-40eb-4b79-ae96-37462b2cd401,Response,Fresh dill from the patio.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ebb5774d-ece1-44f7-b213-5b883ac52251,Response,Fucking a corpse back to life.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
64993ad2-34cc-4578-ad95-cba347e2de0d,Response,"Gary's thick, uncut hog.",0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
9a26f1cb-2e0a-4d49-be38-007149d81da9,Response,Generally having no idea what's going on.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
1f35e5d8-f0a8-4b63-a16f-3482abb158c3,Response,Genghis Khan's DNA.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
53670c19-dff9-48d0-b422-03e351c2b14c,Response,Getting all offended.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
f5b5b70f-4fa6-4238-a40d-d1242e59ba22,Response,Getting caught by the police and going to jail.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
4cf7f6ec-37f0-4777-92e7-78a3e18f2446,Response,Getting down to business to defeat the Huns.,0,0,,,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
bbe83121-6501-4e2d-b002-37b00de9f245,Response,Getting drive-by shot.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
40078e4d-9b42-4b67-9a9c-098038727e23,Response,Getting eaten alive by Guy Fieri.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
116ba97d-7ffe-42ac-bba6-2c1ef4b9185d,Response,Getting evicted.,0,0,,,,,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
dc48af1c-1e34-4850-9fae-7a3aee44aa75,Response,Getting offended.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
d0fe43ac-eba1-4730-b65f-9baa724ef15a,Response,Getting shot by the police.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
1c386723-1d1f-4ad4-aacb-c54a5d1cb7bd,Response,Getting shot out of a cannon.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,,,,
56dd6ca9-3d87-4d1e-9619-5c847437f818,Response,Giant sperm from outer space.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b032588c-779a-4246-b248-cff342c1ed7b,Response,"Going down on a woman, discovering that her vagina is filled with eyeballs, and being totally into that.",0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
3a360a56-41eb-4477-817f-262bf0e7de77,Response,Going inside at some point because of the mosquitoes.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f6eed142-76d3-40c3-af28-4bc6f8602b75,Response,Going to a high school reunion on ketamine.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
5b763831-bd8f-4e41-8522-87778328dc0a,Response,Grammar nazis who are also regular Nazis.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
ba49ba6a-bd8b-48ef-b4f9-042f7c63ed40,Response,Gringos.,0,0,,,,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
ff6dee67-34b5-4692-9b8a-c4fbaf542303,Response,Growing up chained to a radiator in perpetual darkness.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,,
09d29893-4ddd-4711-abed-83269bfd7b9b,Response,Gwyneth Paltrow's opinions.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
0bbdb4c2-f65a-48f9-a9f9-ee7cf35694bd,Response,Having been dead for a while.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
dcb00b1d-0cd4-4b97-a61b-23942c36eab7,Response,How awesome I am.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
b35925c7-e592-4cfb-b75d-dcaaf649bee1,Response,Immortality cream.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
5f063389-cabc-40a0-8fed-d7ee0f724c33,Response,Important news about Taylor Swift.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,,,
610c3ca0-a16c-48d4-a097-73a8aab6ffa7,Response,Injecting speed into one arm and horse tranquilizer into the other.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
05a3d932-a89c-4aba-8134-4768e4e9bbc7,Response,Interspecies marriage.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,
3c81b498-db2c-4f96-8abf-09436c2fa982,Response,Irrefutable evidence that God is real.,0,0,,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
f0dadba0-2b79-4730-baee-08544416670c,Response,Jizz.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
74c9e6a9-d337-409c-b864-580387067e7c,Response,Kale.,0,0,845678ac-705f-4159-bf9e-2b2b749b4ee6,0947bf5e-f927-4045-844b-b4d3cf5229dc,4a6555a5-d621-4c65-81cf-109bea3b8663,438a8162-0b02-4e2d-8028-6eb4676a9944,dd0b09a6-6bc9-4afd-b693-d0b78dd5da45
