uuid,name,description
1203b14b-0d08-4958-b40e-9c43b60fce08,Red Box Expansion,"A combination of the First, Second, and Third Expansions.
Released November 21, 2016. Icon: A red diamond."

uuid,edition,version,description,author,releaseDate,column
b86f3ab6-1a01-4338-986a-e7aae4c6f460,,v1.0,,,0,0
e76bbcef-c125-4557-901c-78e0ad64dfe2,,v1.1,,,0,1
4a77719b-f6ec-44c3-9f59-90442fe823d3,,v1.2,,,0,2
12992326-a6c3-45b8-b87f-c9ac85e0a464,,v1.3,,,0,3
3c5b35c0-3354-4712-b391-058b3e804d1d,,v1.4,,,0,4

uuid,suite,text,draw,pick,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
52fd44b2-7795-4d29-92d0-6eec24cc32e6,Response,Boris the Soviet Love Hammer.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
c36b7c8c-71ab-4592-866b-39b044c4e808,Response,Bosnian chicken farmers.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
ffac704b-06d0-481f-a2e1-9a9f341cd31d,Response,Bullshit.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
6c7b1aff-b835-49b0-83dd-e16260e4e96c,Response,Burning in hell.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
a60f9727-9f55-4832-b5b3-cae42f0b43c9,Response,Buying the right pants to be cool.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
c54ecec8-e3f8-4c91-b948-d67c898a3809,Response,Catastrophic urethral trauma.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
5752a0ff-1f24-4a72-8b0b-d31fec47230a,Response,Cheap immigrant labor.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
5e3f641d-1ae9-4887-9558-13fd7f315e66,Response,Chugging a lava lamp.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
32622c31-f248-496d-bfe5-f038cab10456,Response,Clams.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
f5c02dd2-d7d4-4cb3-95b2-9a8a2b2f5c90,Response,Clenched butt cheeks.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
5ad8f516-5b33-4b7b-b10f-f2feb0a1807b,Response,Cock.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
4451ba2a-fa2b-4215-92fe-6f1ab7593f97,Response,Consent.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
0d075d41-4457-4e42-a0b8-5c5b9c289fd9,Response,Converting to Islam.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
65813fa3-6382-4b1d-9a09-2968c5b602ba,Response,Crabapples all over the fucking sidewalk.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
97918ff9-e21e-4555-a3ce-cd6ed7038390,Response,Crushing Mr. Peanut's brittle body.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
63f1e5be-e5f3-4a7f-95f4-a8ea4fafac65,Response,Crying into the pages of Sylvia Plath.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
e0f5569a-64b2-4dd9-aa34-50fa10a42a46,Response,Cumming deep and hard inside of a Cobb salad.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
6a973d70-6e09-4367-83f8-02471885f995,Response,Cumming deep inside my best bro.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
9f086101-1ce7-48e7-b960-2a301edf1d81,Response,Dad's funny balls.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
00f182f5-a95c-44bc-8753-5b7cd593fa83,Response,Daddy's belt.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
53a9fd9a-7d26-4ad9-813d-e9fb8fd661fd,Response,Death by Steven Seagal.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
bab0d8fe-ffc3-4f69-9d60-dd6b36841b8d,Response,Deflowering the princess.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
a7038fdc-798f-4b19-a1c7-a3334c3d989e,Response,Demonic possession.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
f253527c-7992-41ab-9d5f-bfe27b478d2b,Response,"Dining with cardboard cutouts of the cast of ""Friends.""",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
0dd1847b-22b9-416e-97aa-00ed320a18e8,Response,Dining with cardboard cutouts of the cast of Friends.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
00a7a001-84c8-499d-b1f7-071321c67cb4,Response,Disco fever.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
83e5f16a-071c-44c5-b40d-e6b86c33a055,Response,Dorito breath.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
06549afc-9822-4204-9bb9-e5e5cf79cf65,Response,Double penetration.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
b53d8c14-578a-4d1b-8913-e011f6edb35b,Response,Drinking my bro's pee-pee right out of his peen.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
4dce7488-7261-4c5c-a2cb-643386419fed,Response,Drinking ten 5-hour ENERGYs® to get fifty continuous hours of energy.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
d5530269-1946-4860-96b2-7904c636e2ec,Response,Dying alone and in pain.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
9a153baa-7422-4b66-b8b3-2cc306be4308,Response,Eating an albino.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
2e55a6e9-a40f-4ac4-860f-b74486fc2c65,Response,Eating Tom Selleck’s mustache to gain his powers.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
c61caa8a-42ed-4e7b-9b56-e36428f14349,Response,Emotional baggage.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
9acd5342-bd3e-493c-99ad-a2fc4dc09477,Response,Enormous Scandinavian women.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
bdf62413-85e3-4fc5-b314-3b51e03a06ff,Response,Exchanging sex for career advancement.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
10765b2b-dd06-4d3b-8c72-bea1446758cb,Response,Existing.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
990227a4-dee0-4c22-b032-651e21a0cba0,Response,Fabricating statistics.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
a5280742-e15a-4a7c-a90c-ee37a39a2c7b,Response,Fetal alcohol syndrome.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
cdfd6ff2-eca8-4a11-b62e-79aa87366f78,Response,Filling every orifice with butterscotch pudding.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
392b745c-046a-45bd-adcb-f471d49ce7fd,Response,Filling my son with spaghetti.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
86000f6f-9d6f-4b02-8e81-ae5f5a7e9128,Response,Finding Waldo.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
16395881-7a99-4104-8e35-6b894118b082,Response,Fisting.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
bfa6031b-2913-49f4-a490-4b68ac9b5781,Response,Flying robots that kill people.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
f17b5cec-f8ca-4840-aaa4-40416f6c440b,Response,Four hours of truly goofy sex with the Blue Man Group.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,,
0166d943-3485-4253-b043-a6bac97fd004,Response,Fuck Mountain.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
48fd7e2c-a242-4640-ac24-3b8b7cf2b4ae,Response,Gandalf.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
c170bc86-c4a6-4c49-90f7-281aff7d26be,Response,Gargling jizz.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
300b3425-1275-4ac2-b0a2-eb9a63f64053,Response,Gay aliens.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
ad195350-f94c-4dcb-ad6c-32e762c1e42b,Response,Generational wealth.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
5088ae43-998c-4150-b90e-c2508b14785d,Response,Genetically engineered super-soldiers.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
a174feee-87c6-4ba8-9db0-82f6fec585bd,Response,George Clooney's musk.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
c7c71be9-3601-4f58-a180-003857f62000,Response,Getting abducted by Peter Pan.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
471a7713-1598-4cf1-be8a-f34aed2f28b3,Response,Getting hilariously gang-banged by the Blue Man Group.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
2e78d572-1fbb-4104-b3b9-33440626aba1,Response,Getting older and uglier.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
e9a93329-d01c-41d6-b9be-cf01fa5659ac,Response,Getting your dick stuck in a Chinese finger trap with another dick.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
c5bd7d6f-6e8d-4606-b7d9-decd47484da8,Response,Gladiatorial combat.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
a000f656-58d5-4a4e-b7b2-a7aa3da97862,Response,Going around punching people.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
56ab46d5-c157-4f44-b023-35e8630c3614,Response,"Going night-night. ",0,0,,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
7f20157c-1cc2-4a71-8912-8ec7ca4a9ae0,Response,Gout.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
c711e1a5-27c5-435c-b754-852a2bdeaf0b,Response,Grandma shakin’ her ass.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
7b7c4668-eeeb-4093-bbbd-bca53f4b7a3e,Response,Grandpa's ashes.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
d686bf73-b0e3-484a-a8e1-8f008ff0a798,Response,"Graphic violence, adult language, and some sexual content.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a53c54c2-25d4-4c60-8dc7-1c2e434e4b13,Response,Having $57 in the bank.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
18c5f2a9-9791-4b2d-8ed0-3e0684d23a57,Response,Having a penis.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
b85a5e16-994d-40b9-b581-85d1879d4be9,Response,Having sex on top of a pizza.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a2ac290c-157d-41d6-a909-5647b668cb59,Response,Having shotguns for legs.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
aaf9a5d6-3108-4c25-99ec-d98ae0d0d45b,Response,Hillary Clinton.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
f5643a08-cacd-409f-a008-48806581f3fc,Response,Hipsters.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
38f15294-792e-4104-b3b7-0b50900e0023,Response,Historical revisionism.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,,
d21b13c7-785a-4cc3-8666-856dd9c7f073,Response,Hot brown piss.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
8fae249f-6001-4b07-bd63-0792453926e9,Response,Hot doooooooogs.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
f9edf0bb-ab90-488f-ab51-83b8041cbb07,Response,How awesome it is to be white.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
a9fc0c02-86b1-47ca-825b-7df011b9ec76,Response,How wet my pussy is.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
4f0a7210-7d58-4118-8047-0c03eefb9459,Response,Huge tits and a can-do attitude.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
93736348-fe0d-40c9-bfeb-5411ecf4130d,Response,Indescribable loneliness.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
dd154c35-433a-403d-861f-161e8cdfc4bb,Response,Insatiable bloodlust.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
9418285e-5ffa-48bd-b581-73df5538de51,Response,Intimacy problems.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
c631737e-7eb8-410b-9f0b-e419eae639ce,Response,Jafar.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
18185e51-2d9f-4be4-baf7-750169be7a3b,Response,Jeff Goldblum.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
db7b6e8d-e8f4-4c2b-8540-343edd1b1999,Response,Jesus.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
37b199ea-d399-41ed-b8e0-47840dc4c76f,Response,Jumping out at people.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
999c8670-fa76-4c2e-84bb-57ce7be73a55,Response,Just the tip.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
5ce99a9d-cd4d-44ec-9a05-82205d67f3a3,Response,Kim Jong-un.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
b7fd4b08-f0e7-4ebc-8f3f-8911b206a5c3,Response,Letting everyone down.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
cf7da814-ea39-4262-af60-9b6f8348c9bf,Response,Leveling up.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,,
3927b976-d3c3-4ac1-a958-7e55faf910d1,Response,Licking French’s Brown Mustard out of a llama’s asshole.,0,0,,,,,3c5b35c0-3354-4712-b391-058b3e804d1d
d662fe85-f948-419c-9d11-a5a737f19d63,Response,Literally eating shit.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
2fc0e2d2-3675-4e30-9e68-1c2a5d958b36,Response,Living in a trash can.,0,0,,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
8bfeca3c-3dcf-405d-bf2a-d81ac6a2ab41,Response,Living in a trashcan.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,,,,
19b2041a-d54a-4cf5-a303-7d2eed6dd24f,Response,"Loki, the trickster god.",0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,
29d48a5a-9dd0-4844-bb43-34bb3bca1416,Response,Mad hacky-sack skills.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
99914543-4332-498c-b795-40c198f78e8e,Response,Maintaining eye contact with a grown man while he takes a shit.,0,0,,,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
bcd92c23-1750-4dfe-b4f8-55e8fb446db7,Response,Making a friend.,0,0,b86f3ab6-1a01-4338-986a-e7aae4c6f460,e76bbcef-c125-4557-901c-78e0ad64dfe2,4a77719b-f6ec-44c3-9f59-90442fe823d3,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
d569148b-7a8b-42a8-a296-e84f5d602b6d,Response,"Making my man squirt. ",0,0,,,,12992326-a6c3-45b8-b87f-c9ac85e0a464,3c5b35c0-3354-4712-b391-058b3e804d1d
