uuid,name,description
d60747fd-56b8-48cb-aebd-83f82d29e0b7,Red Box Expansion,"A combination of the First, Second, and Third Expansions.
Released November 21, 2016. Icon: A red diamond."

uuid,edition,version,description,author,releaseDate,column
7cad454e-a15c-466a-be63-e299f35d6a7c,,v1.0,,,0,0
5f9df58d-74a2-490f-acdb-c28fe299a285,,v1.1,,,0,1
44619376-a9ed-4e27-a51b-ed9e09e0566a,,v1.2,,,0,2
7608047a-c80f-4103-9b12-da479665be1c,,v1.3,,,0,3
741b4342-de40-46bd-ac2e-13539c208372,,v1.4,,,0,4

uuid,suite,text,draw,pick,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
ecf1f852-4d76-4c6f-8e91-a213465387c4,Response,Cock.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
2cb39f0e-3ca1-4e41-9fb0-d7d4c36c01b2,Response,Consent.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
d3da0b96-ef06-4590-814b-6614b0ba8fe5,Response,Converting to Islam.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
b1735ec4-0ab8-4e63-a131-04ffc7aa066c,Response,Crabapples all over the fucking sidewalk.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
40370f85-0802-4298-bd6b-0f0224807e3c,Response,Crushing Mr. Peanut's brittle body.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
36dfa82c-fd22-4825-8fbf-1d60e66e4ebf,Response,Crying into the pages of Sylvia Plath.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4392cac5-b667-47e8-8f89-c9cf075039e0,Response,Cumming deep and hard inside of a Cobb salad.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
3cf168ab-90bd-46b9-8faa-8e92c560f3bc,Response,Cumming deep inside my best bro.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
3291cb37-2349-49a7-a7f8-e18fcbad33e1,Response,Dad's funny balls.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4f109996-fcc5-4bef-9345-1e85a7f1dcd0,Response,Daddy's belt.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
09c1814e-a356-41d3-b3ad-8129b19d4873,Response,Death by Steven Seagal.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
2043c5de-ca97-4733-8edc-2b0c35738d3e,Response,Deflowering the princess.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
61897345-a9a7-43d9-9b88-411937db06c9,Response,Demonic possession.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
01ff84b8-d760-4eba-9464-d7fbad12f131,Response,"Dining with cardboard cutouts of the cast of ""Friends.""",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
44bbdd8e-0af1-4def-a5a5-d72742ae4ba5,Response,Dining with cardboard cutouts of the cast of Friends.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
deafba3d-9a87-46ee-9d1d-1dda73604b30,Response,Disco fever.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
55931488-a583-453c-8478-6c2aa35c6f7c,Response,Dorito breath.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
7ef1476a-959b-469d-94ce-b9f5e563dda6,Response,Double penetration.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
5327cd61-5d3f-4a5d-b34a-f263bc09bc6b,Response,Drinking my bro's pee-pee right out of his peen.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
e1390520-8ce2-4cfc-abd8-695f70fb2ac2,Response,Drinking ten 5-hour ENERGYs® to get fifty continuous hours of energy.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
adc1d999-914f-41b5-a0d4-85274d2f2320,Response,Dying alone and in pain.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
2d9764a9-c94f-44b1-be62-b5c26c9582b5,Response,Eating an albino.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
3bb5ff61-387b-4865-bde2-2c89fe2c0fc2,Response,Eating Tom Selleck’s mustache to gain his powers.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
f4d1d76b-c6fd-46ba-b007-dab85e5ed262,Response,Emotional baggage.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
7391a5ae-84ad-4199-a125-5878909a9f74,Response,Enormous Scandinavian women.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
3b7d994e-1e9e-4253-89bf-751d39cf8c70,Response,Exchanging sex for career advancement.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
e99881eb-35c2-4671-a085-95f254b8baf6,Response,Existing.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
2baabdfa-1cd6-4f5a-aa40-ac3927cd42e6,Response,Fabricating statistics.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
77793dba-64d7-446d-b89f-7ffd37701342,Response,Fetal alcohol syndrome.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
e9fce00a-bd86-401f-911c-f884811c0f0f,Response,Filling every orifice with butterscotch pudding.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
9cd4ab1f-74a8-4d23-9b8c-ba691a255f13,Response,Filling my son with spaghetti.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
80bdeb39-1d92-4b2b-9e1c-d928f65bebcd,Response,Finding Waldo.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
dd10f903-5269-4b3f-8ed4-b9bf130ac44c,Response,Fisting.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
69760b70-edab-4b6d-a824-0e60892a3ae5,Response,Flying robots that kill people.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
84d74d06-7977-4ad9-9716-65ef0d8428a0,Response,Four hours of truly goofy sex with the Blue Man Group.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,,
77ebb39f-b4a0-4d83-9cc2-14abb720d951,Response,Fuck Mountain.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
ee4aa66c-94de-4f4d-865c-f891167b6ebd,Response,Gandalf.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
8f10c7dc-90bc-42eb-b970-6abc77e30421,Response,Gargling jizz.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
78ee2940-cf5d-455f-a79f-897869b539a3,Response,Gay aliens.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4e09b64b-d2a1-41a6-9ab6-5b46c896df9b,Response,Generational wealth.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
000b65fa-e760-4160-9669-6c183a143788,Response,Genetically engineered super-soldiers.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
6c45f47e-b4e3-4b0a-9232-aa0e17e4babb,Response,George Clooney's musk.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
626079eb-dbc6-4799-bd59-39267628d49d,Response,Getting abducted by Peter Pan.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
e20e8ec1-87cb-46ba-b52e-0de7d6ee94cd,Response,Getting hilariously gang-banged by the Blue Man Group.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
180c73ff-141d-4964-98e0-07209c662f33,Response,Getting older and uglier.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
85d7e0ad-0a9f-4f50-b4df-cf2edae6e768,Response,Getting your dick stuck in a Chinese finger trap with another dick.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
6ff77647-f46d-4c96-b07a-40d7a18d29b9,Response,Gladiatorial combat.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
b3346e3d-6a05-408d-8513-68225263bded,Response,Going around punching people.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
d91280e3-61e4-4038-9a2e-5f9d3ea02c55,Response,"Going night-night. ",0,0,,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
f9ce675e-3a89-4b02-824b-4d793db277cd,Response,Gout.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
5d8c6a80-b833-4a9e-b9df-81c4a9dd9e36,Response,Grandma shakin’ her ass.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
1ab70391-5e9f-454c-9eaa-8602d2aba5d7,Response,Grandpa's ashes.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
fb99464e-7d39-4e15-aaaf-254578da86a8,Response,"Graphic violence, adult language, and some sexual content.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
340f9558-ffdb-47dd-80a8-42163dd13005,Response,Having $57 in the bank.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
c42547af-9cda-4191-9bd5-ceb0565a68fd,Response,Having a penis.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
a8ce26d8-c2ab-4ad7-9b67-670ef1b5d4b9,Response,Having sex on top of a pizza.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
f9b08638-be62-434c-b5a4-6e1ab79b5668,Response,Having shotguns for legs.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
26c49eb7-8936-4e92-9a22-ce9b4dd4488c,Response,Hillary Clinton.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
38136aca-8252-48b7-bba9-724dec999539,Response,Hipsters.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
a5ffb797-2e49-4038-871d-edc020938178,Response,Historical revisionism.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
158dfffb-6aba-4677-baa3-e5c91c987a00,Response,Hot brown piss.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
32827303-2738-488a-a3e6-ff44c18f9c03,Response,Hot doooooooogs.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
184dbf26-dbd8-4307-836d-4da1a0721582,Response,How awesome it is to be white.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
02205b18-94f3-4eb0-866c-711ebaa1da2f,Response,How wet my pussy is.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
75a89732-c51a-4717-843a-bb846a25a3db,Response,Huge tits and a can-do attitude.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
ab5d1e02-b006-468b-aac6-4d35f5ac4179,Response,Indescribable loneliness.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
8c855685-69ac-4640-8065-bd88eb9b0562,Response,Insatiable bloodlust.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
194767fd-e74e-494d-affa-66a7d98af991,Response,Intimacy problems.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
3a44a141-eab9-4e79-96d4-3cf22a4c9dc9,Response,Jafar.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
daf0f28e-353f-41f3-b3ff-8f8ac487a039,Response,Jeff Goldblum.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
543e45ba-374b-4f27-995d-f13ecf6e46d1,Response,Jesus.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
a1186429-0301-4df9-9210-99c55f132220,Response,Jumping out at people.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
e50aca7d-c5fc-446c-85cb-d62067ccf269,Response,Just the tip.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
54c503ff-744c-4820-b940-d0d58a7c8aef,Response,Kim Jong-un.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
1ff5c4fc-4518-4c47-b1e2-708d5d1e219e,Response,Letting everyone down.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
986064ac-91a0-4242-8cd2-48c0b3117162,Response,Leveling up.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,,
1f51221e-0ace-4889-a5d9-f03133b2ba36,Response,Licking French’s Brown Mustard out of a llama’s asshole.,0,0,,,,,741b4342-de40-46bd-ac2e-13539c208372
62142331-bfaf-4d10-8d6d-85449fc9349a,Response,Literally eating shit.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
2ffb1c5f-ba94-41b0-a7c1-b6adfed9366d,Response,Living in a trash can.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
eadcad81-8b02-4596-882d-82e1a0c0ef3e,Response,Living in a trashcan.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
ec561b18-cf84-4ca0-9652-6ebfa6cd4fb0,Response,"Loki, the trickster god.",0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
e10e0bfb-9412-4aa5-a4cb-115363284129,Response,Mad hacky-sack skills.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4af292bb-336d-419a-8135-8e71304171f2,Response,Maintaining eye contact with a grown man while he takes a shit.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
e4bb069e-f9d4-4990-a94d-5d37a8b89a59,Response,Making a friend.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
f62e2547-8770-48e9-b71b-654085571d4b,Response,"Making my man squirt. ",0,0,,,,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
402addb4-424e-404e-93c3-6fd6ca2f99c8,Response,Making shit up.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
bd48cbc6-399c-4ab1-bd1f-44b939770a7a,Response,Making the penises kiss.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
ad495ae0-42e2-4c47-ac1f-b31d34ec37b3,Response,Masturbating in a robe like a rich person.,0,0,,,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
39ed70ae-4aa3-4cc5-a3c6-3f1b83c79ee9,Response,Maximal insertion.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,,,,
260aa982-76e3-4f9a-82c2-c93481c3f80c,Response,Me.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
838e57c0-fb87-42b2-aa61-b85c7018a541,Response,Medieval Times® Dinner & Tournament.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
185c0c78-2f25-431f-88ca-b4b7bf24a30c,Response,Mild autism.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,,,
0086c930-871d-4be5-8f06-d70bc4f2801b,Response,Mom.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
522dda55-ac09-4d5c-88c0-153b819b6b11,Response,Mooing.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
fcf4de65-36e0-4190-abfa-4aabba7b134c,Response,Moral ambiguity.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,
fd81a3a5-d1f8-46b8-9674-93001a1a8856,Response,Mufasa’s death scene.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
afb46d42-c686-4c79-b98e-53fd16ea1dac,Response,Multiple orgasms.,0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
34a6d457-e56b-4350-8165-25db64567373,Response,"My father, who died when I was seven.",0,0,,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
4f26a3b7-87cb-44fd-9c6c-b2a586040fc8,Response,My first kill.,0,0,7cad454e-a15c-466a-be63-e299f35d6a7c,5f9df58d-74a2-490f-acdb-c28fe299a285,44619376-a9ed-4e27-a51b-ed9e09e0566a,7608047a-c80f-4103-9b12-da479665be1c,741b4342-de40-46bd-ac2e-13539c208372
