uuid,name,description
96a7357d-eea0-4ccd-87c8-bfc0ab20ad88,Blue Box Expansion,"A combination of the Fourth, Fifth, and Sixth Expansions.
Released November 21, 2016.  Icon: A blue triangle.
"

uuid,edition,version,description,author,releaseDate,column
b4a636b6-c760-45b1-8126-17cfb59de95c,,v1.0,,,0,0
7ae90887-2052-47a0-8b9d-f060961bbb60,,v1.1,,,0,1
8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,v1.2,,,0,2
73ae7fcd-c5a3-4588-9256-31503cacbc7e,,v1.3,,,0,3
ae4d5bae-7304-49a7-a4fb-f3a176afda92,,v1.4,,,0,4
36b3206c-6bfd-4739-9728-e641e32841f6,Response,Angelheaded hipsters burning for the ancient heavenly connection to the starry dynamo in the machinery of night.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5407f29c-af4e-46fd-82b7-0951859ed563,Response,Ass to mouth.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c4f099bd-2876-4c36-a34c-56f34a37b558,Response,Backwards knees.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
768c761e-7c75-4a94-95c5-e0c59bb3817a,Response,Bad shrimp for poor people.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
82217945-e672-4853-aea4-1a318205117f,Response,Bathing in moonsblood and dancing around the ancient oak.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
6a3a9b7e-a1f4-44e9-8d88-80bce51ae618,Response,Being a terrible mother.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d2fab5dc-a433-4925-a8a0-9f55999622cf,Response,Being John Malkovich.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,,,
20d4025f-6621-42fc-a536-9cd28027caa8,Response,Being nine years old.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
cb3e8851-5a7e-4176-b503-d5331ba81640,Response,Being paralyzed from the neck down.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
2de46310-f148-4218-a4e5-5aeb9ff64788,Response,Being popular and good at sports.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
8aa0a65f-e002-46ba-997e-f994552415a0,Response,Being sad and horny.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
cc4a9436-174d-4991-acf8-f145ec75ea0e,Response,Being worshipped as the one true God.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3021ce40-de89-479e-9eef-d3a4f0bef806,Response,Beloved television star Bill Cosby.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
bc04f371-9b3a-41cf-a8a8-eaaa6a3c1234,Response,Blackface.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f9cfb920-5bce-4ce5-a91e-19f532f0ba57,Response,Blackula.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
81fa1903-ce35-46d5-914d-86b489fba93b,Response,"Blowing a rich, ugly man.",0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5a5aceae-a2e3-43ef-9db3-4b42eeab5f83,Response,Blowjobs for everyone.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
fca4dc1a-cf99-4fef-bebf-864b362cdcf1,Response,Boring Vaginal sex.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
fa5c602a-0eac-488b-b3f2-158a4e0ffabc,Response,Bouncing up and down.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
ece62706-ecf6-4885-91d6-d864f66a7bec,Response,Breastfeeding a ten year old.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
2499b1f2-11f7-4c1b-8e89-37be9b91c43c,Response,Breastfeeding a ten-year-old.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2766df65-8782-4c2d-9581-9462696852d6,Response,Bullets.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5d1f845c-35a3-495f-8008-30b7d5fc5e4e,Response,Busting inside a watermelon.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c6a6bf60-d18d-42a9-98ae-f6fcd45e1a15,Response,Butt stuff.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
3e00cda4-a1ea-4b97-adae-b8938a25593b,Response,Calculating every mannerism so as not to suggest homosexuality.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
b8748f19-3cf6-4b15-8387-0ce9e08d300c,Response,Cancer.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
67665c6b-3cd8-47b5-bfb7-6dbcd3e3f3f3,Response,Changing a person's mind with logic and facts.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
aa7ac75f-1c49-4de5-9fe2-06c968253410,Response,Child Protective Services.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2972abf7-bc2c-48a6-816c-14f80be858b0,Response,Child support payments.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
ad0a4e90-dcdb-4055-b935-beddeb3abce2,Response,Commiting tax fraud.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
6a550148-a722-41ab-b7cb-873616047aa4,Response,Common-sense gun control legislation.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
2978fe1d-5bdc-4647-bd42-a25c9172478e,Response,"Cool, relatable cancer teens.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
01636593-cf12-496a-8cc3-78654c28580b,Response,Crazy opium eyes.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c8b132b6-afe4-4f63-aa28-41ad11f49167,Response,Crippling social anxiety.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
895066d0-b8cf-476b-a59f-4c7d3e3c7db3,Response,Crying and shitting and eating spaghetti.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
20460f1a-648b-4abb-9b47-79471a494133,Response,Cute boys.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
e25ca1b4-86fa-4827-ab05-d1cb80b1b1e9,Response,Cutting off a flamingo's legs with garden shears.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5227b590-2b80-4de4-8511-413172cd8070,Response,Daddy.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5f0ac030-57e2-45ce-9452-d07858f9a657,Response,Daddy's credit card.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c48df990-9d8a-4e0c-aba1-ebcbad93d03d,Response,Deez nuts.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
51d0f481-50c2-4067-b059-19925fc85c45,Response,Dem titties.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
bedaf5ca-bbf2-4e1f-873a-fa5d368ce5cd,Response,Depression.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c6cfff2d-fdce-4b08-80ec-437503176111,Response,Doing the right stuff to her nipples.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
22e65a65-dda3-48c7-8cb2-62b9fd7077cb,Response,Doo-doo.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
fe3cc4e7-7125-4455-a224-5b6b56fa19f1,Response,Dr. Jill Biden.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
ed84340a-ff53-4641-965a-7266c2c96796,Response,Drinking responsibly.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
d33a936f-afd4-42b1-8b55-b2abe5001e73,Response,Eating together like a god damn family for once.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
39cbdee3-548b-4b9a-ae15-d92979dbef11,Response,Eggs.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
637933d2-b601-44b7-b2db-773c37980931,Response,Ejaculating inside another man's wife.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
52b827da-3d5a-46c2-9beb-5ad3b27edb81,Response,Ejaculating live bees and the bees are angry.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
f7e3fb7f-d492-4532-b5ef-2fd2f57c87c9,Response,Ennui.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
dab3d10a-5de9-4b46-8069-e41e29e5d64d,Response,Every ounce of charisma left in Mick Jagger's tired body.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
614332a2-292b-44eb-9f41-3f78fc6961b4,Response,Existing as a person of color.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
0827c135-e3c4-40cc-905d-87a61aa7152c,Response,Exploding pigeons.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
62f6b941-50c1-4855-83a8-8ec6dd7420e5,Response,Falling into the toilet.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
6b4fb5af-4a7b-4e28-9d53-fc00100cd837,Response,Figuring out how to have sex with a dolphin.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9a6341f4-a86d-404d-8ff8-f78f50aa045d,Response,Filling a man's anus with concrete.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
bd86a861-5cfe-4f8e-9ea1-dfcfb16d176e,Response,Finally finishing off the Indians.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,,,
92fbc063-dc81-4725-8108-7701e070e27b,Response,"Free ice cream, yo.",0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
a91ff928-e8eb-42df-8fcd-479dd96009e0,Response,Fresh dill from the patio.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
7f817133-e80e-4497-a5e4-88076835bf94,Response,Fucking a corpse back to life.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
128fd3bb-e995-44fd-acc3-d20a98887ec1,Response,"Gary's thick, uncut hog.",0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5d085b49-4918-458d-9a59-d666783bdca0,Response,Generally having no idea what's going on.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
c59e0ea5-a733-40f7-9576-a072c7838169,Response,Genghis Khan's DNA.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
5ec71c18-f6b7-466e-9465-6f1a1e4e63fa,Response,Getting all offended.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
ee883fd3-0e3f-47b9-9ac1-de57b6b90f2d,Response,Getting caught by the police and going to jail.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
0ade70ad-61d4-4a41-a71f-967667f342e7,Response,Getting down to business to defeat the Huns.,0,0,,,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9db39c22-a5e0-47ee-a31d-e31f944a0a9f,Response,Getting drive-by shot.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
f1445c3f-fcc7-42d5-953c-3db79c39d866,Response,Getting eaten alive by Guy Fieri.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,
70dc34b3-298a-42be-9092-4b226f5d17c8,Response,Getting evicted.,0,0,,,,,ae4d5bae-7304-49a7-a4fb-f3a176afda92
52d07b85-a2df-4e3b-b960-c78a7d40f8ee,Response,Getting offended.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
37fd93fe-8bc0-44a8-81bb-7d9f62aad82b,Response,Getting shot by the police.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
53cb93d1-8b5b-4b0f-ac57-9708d32e011d,Response,Getting shot out of a cannon.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,,,,
3dd93f3f-408f-47c6-9b02-e35516adba83,Response,Giant sperm from outer space.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
ade37d9d-44bc-4921-a7b4-2aea1e6c3d4d,Response,"Going down on a woman, discovering that her vagina is filled with eyeballs, and being totally into that.",0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
cc6eb2bb-8510-49ac-adfb-eae5ab2506c2,Response,Going inside at some point because of the mosquitoes.,0,0,,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
78949a04-e35b-41bc-be41-301008192107,Response,Going to a high school reunion on ketamine.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
b964810b-ab24-465e-b062-644d4753865a,Response,Grammar nazis who are also regular Nazis.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
0d991c51-fdd6-4677-9f84-73224061404c,Response,Gringos.,0,0,,,,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
9124d066-4eb0-449f-9a1b-800a776cc117,Response,Growing up chained to a radiator in perpetual darkness.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,,
e983adff-1c4c-4ccf-a04b-27ded1abbf2b,Response,Gwyneth Paltrow's opinions.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
23a2681b-7ced-4390-93ea-403999fd2abf,Response,Having been dead for a while.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
77c18365-df0a-491d-b871-e030d908c53d,Response,How awesome I am.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
1c684b08-e629-4a2d-b898-3392aebd6d0e,Response,Immortality cream.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,8a2d4bf7-b6b0-417b-8e07-99a41d0ad5e6,73ae7fcd-c5a3-4588-9256-31503cacbc7e,ae4d5bae-7304-49a7-a4fb-f3a176afda92
6bb19342-6036-40cf-b751-ed9c68e12168,Response,Important news about Taylor Swift.,0,0,b4a636b6-c760-45b1-8126-17cfb59de95c,7ae90887-2052-47a0-8b9d-f060961bbb60,,,
